,overall availability class,nodes count,availability class HW,f1(n) / f2(n),minimum recover/failure time ratio,minimum availability class SW required cts
749,4,51,6,n_log_n,8.367947370186667e-05,4.077417399956829
760,4,52,6,identity,9.231730093706147e-07,6.034717302295614
761,4,52,6,n,4.800499648727197e-05,4.318734405555416
762,4,52,6,square_root_n,6.6570952428202985e-06,5.1767181207002135
763,4,52,6,n_squared,0.0024962598173381423,2.603792975115506
764,4,52,6,n_log_n,8.237673448333548e-05,4.084231202301862
775,4,53,6,identity,8.868866920863638e-07,6.052132246912091
776,4,53,6,n,4.700499468057728e-05,4.327876405659089
777,4,53,6,square_root_n,6.4566325777292234e-06,5.189996731004776
778,4,53,6,n_squared,0.002491264718070596,2.6046607195796527
779,4,53,6,n_log_n,8.104957807843286e-05,4.091284439583584
790,4,54,6,identity,8.519443135401872e-07,6.0695891615384365
791,4,54,6,n,4.600499293117011e-05,4.337215010947364
792,4,54,6,square_root_n,6.260486572317433e-06,5.203394630492839
793,4,54,6,n_squared,0.002484269618283186,2.6058788385269773
794,4,54,6,n_log_n,7.969876267465887e-05,4.098583032338509
805,4,55,6,identity,8.182725681482594e-07,6.087102363286016
806,4,55,6,n,4.500499124815427e-05,4.346758863397159
807,4,55,6,square_root_n,6.068471781933005e-06,5.2169232986555
808,4,55,6,n_squared,0.002475274518648485,2.6074502987216093
809,4,55,6,n_log_n,7.832500760930267e-05,4.106133569041151
820,4,56,6,identity,7.858033861385394e-07,6.104686445364253
821,4,56,6,n,4.4004989623758206e-05,4.3565171877805176
822,4,56,6,square_root_n,5.880414088594483e-06,5.2305946444109575
823,4,56,6,n_squared,0.0024642794189304595,2.609378956522775
824,4,56,6,n_log_n,7.692899598878618e-05,4.113943344117478
835,4,57,6,identity,7.544734745845716e-07,6.122356351989363
836,4,57,6,n,4.300498805132058e-05,4.3664998450912185
837,4,57,6,square_root_n,5.6961498189169696e-06,5.244421070298008
838,4,57,6,n_squared,0.002451284318925273,2.6116695895798863
839,4,57,6,n_log_n,7.551137718780974e-05,4.122020401868697
850,4,58,6,identity,7.242239059568334e-07,6.140127458133934
851,4,58,6,n,4.200498654549634e-05,4.376717392213692
852,4,58,6,square_root_n,5.515524945609765e-06,5.258415542199581
853,4,58,6,n_squared,0.0024362892196387875,2.6143279366754464
854,4,58,6,n_log_n,7.407276914356278e-05,4.1303735875416
865,4,59,6,identity,6.949997470862002e-07,6.158015655307263
866,4,59,6,n,4.100498507808581e-05,4.387181149683106
867,4,59,6,square_root_n,5.338394352100924e-06,5.272591666058526
868,4,59,6,n_squared,0.0024192941196070628,2.617360747340524
869,4,59,6,n_log_n,7.261376031288435e-05,4.1390126072755065
880,4,60,6,identity,6.667497278733947e-07,6.17603744244215
881,4,60,6,n,4.000498367240368e-05,4.397903276102498
882,4,60,6,square_root_n,5.16462118428397e-06,5.286963770664193
883,4,60,6,n_squared,0.002400299020344221,2.620775839661343
884,4,60,6,n_log_n,7.113491173866185e-05,4.147948095409728
895,4,61,6,identity,6.394259393083246e-07,6.194210027594807
896,4,61,6,n,3.90049822978078e-05,4.408896854182685
897,4,61,6,square_root_n,4.99407623524915e-06,5.301547001270636
898,4,61,6,n_squared,0.002379303920166276,2.6245821710741843
899,4,61,6,n_log_n,6.963675861034309e-05,4.157191694042701
910,4,62,6,identity,6.129835641299763e-07,6.2125514362026015
911,4,62,6,n,3.800498097605853e-05,4.420175985563453
912,4,62,6,square_root_n,4.826637410599258e-06,5.316357421450855
913,4,62,6,n_squared,0.002356308820515629,2.628789919191585
914,4,62,6,n_log_n,6.811981206102655e-05,4.166756141953725
925,4,63,6,identity,5.873806301348594e-07,6.231080634295551
926,4,63,6,n,3.700497969849614e-05,4.431755900476679
927,4,63,6,square_root_n,4.662189216819749e-06,5.331412129195706
928,4,63,6,n_squared,0.002331313721005257,2.6334105785769104
929,4,63,6,n_log_n,6.658456050321068e-05,4.176655378849482
940,4,64,6,identity,5.625777883544458e-07,6.249817662956227
941,4,64,6,n,3.600497845468453e-05,4.443653081106454
942,4,64,6,square_root_n,4.500622306835567e-06,5.346729386202591
943,4,64,6,n_squared,0.00230431862109981,2.6384570722433582
944,4,64,6,n_log_n,6.503147104857252e-05,4.1869046637847935
955,4,65,6,identity,5.385381116607135e-07,6.268783790665032
956,4,65,6,n,3.500497725794638e-05,4.455885402366803
957,4,65,6,square_root_n,4.341833063490657e-06,5.362328764116929
958,4,65,6,n_squared,0.0022753235217665146,2.643943881481821
959,4,65,6,n_log_n,6.346099081991039e-05,4.1975207114031665
970,4,66,6,identity,5.152269104691243e-07,6.288001685470305
971,4,66,6,n,3.40049760909622e-05,4.468472294094017
972,4,66,6,square_root_n,4.185723207753099e-06,5.3782313117691425
973,4,66,6,n_squared,0.0022443284220035054,2.649887197940244
974,4,66,6,n_log_n,6.187354802455652e-05,4.208521849959202
985,4,67,6,identity,4.926115666492592e-07,6.307495608992188
986,4,67,6,n,3.3004974965500367e-05,4.4814349259697535
987,4,67,6,square_root_n,4.032199452528944e-06,5.394459744832094
988,4,67,6,n_squared,0.0022113333226885246,2.656305099200349
989,4,67,6,n_log_n,6.02695531482718e-05,4.219928202420958
1000,4,68,6,identity,4.7066138031404137e-07,6.327291640240638
1001,4,68,6,n,3.200497386135481e-05,4.494796422519621
1002,4,68,6,square_root_n,3.8811731698675944e-06,5.411038665064449
1003,4,68,6,n_squared,0.0021763382225721273,2.6632177551166016
1004,4,68,6,n_log_n,5.864939985186282e-05,4.231761897943169
1015,4,69,6,identity,4.493474319300361e-07,6.347417931191335
1016,4,69,6,n,3.100497280317249e-05,4.508582110349091
1017,4,69,6,square_root_n,3.7325601008109936e-06,5.42799481167104
1018,4,69,6,n_squared,0.002139343123418902,2.6706476670238897
1019,4,69,6,n_log_n,5.7013466047447065e-05,4.244047315845516
1030,4,70,6,identity,4.2864245375362486e-07,6.367905003784973
1031,4,70,6,n,3.000497176275374e-05,4.522819808403909
1032,4,70,6,square_root_n,3.58628006731139e-06,5.445357355108721
1033,4,70,6,n_squared,0.002100348023392762,2.6786199505508086
1034,4,70,6,n_log_n,5.536211459014005e-05,4.256811372883539
1045,4,71,6,identity,4.0852071481189967e-07,6.388786094248186
1046,4,71,6,n,2.9004970751644876e-05,4.537540164651229
1047,4,71,6,square_root_n,3.4422567284501326e-06,5.46315823743097
1048,4,71,6,n_squared,0.002059352923366786,2.68716266538184
1049,4,71,6,n_log_n,5.369569425833517e-05,4.270083857158206
1060,4,72,6,identity,3.889579136551191e-07,6.410097556983312
1061,4,72,6,n,2.8004969783168576e-05,4.552777053823376
1062,4,72,6,square_root_n,3.300417340100476e-06,5.481432573159726
1063,4,72,6,n_squared,0.0020163578243881375,2.696307206565594
1064,4,72,6,n_log_n,5.2014540439854734e-05,4.283897823288544
1075,4,73,6,identity,3.699310797689037e-07,6.431879340597811
1076,4,73,6,n,2.700496882312997e-05,4.568568047720392
1077,4,73,6,square_root_n,3.1606925310548714e-06,5.500219122495175
1078,4,73,6,n_squared,0.001971362724088488,2.7060887688164486
1079,4,73,6,n_log_n,5.031897574497828e-05,4.298290060346256
1090,4,74,6,identity,3.5141848520048313e-07,6.45417555019524
1091,4,74,6,n,2.6004967904835752e-05,4.584954971558826
1092,4,74,6,square_root_n,3.0230161145459613e-06,5.5195608506322555
1093,4,74,6,n_squared,0.0019243676249578456,2.716546897294471
1094,4,74,6,n_log_n,4.860931087830497e-05,4.313301646005597
1105,4,75,6,identity,3.333995599597017e-07,6.477035122480002
1106,4,75,6,n,2.500496699697763e-05,4.60198457370693
1107,4,75,6,square_root_n,2.8873248853565486e-06,5.539505599966122
1108,4,75,6,n_squared,0.0018753725247733222,2.7277261521124423
1109,4,75,6,n_log_n,4.688584500842064e-05,4.328978614222773
1120,4,76,6,identity,3.1585481741203125e-07,6.500512632103025
1121,4,76,6,n,2.4004966123314375e-05,4.619709327684856
1122,4,76,6,square_root_n,2.753558459859071e-06,5.5601068945696515
1123,4,76,6,n_squared,0.0018243774253718925,2.7396769054897616
1124,4,76,6,n_log_n,4.514886656696962e-05,4.345372755356988
1135,4,77,6,identity,2.9876578278020816e-07,6.524669272891064
1136,4,77,6,n,2.3004965274076028e-05,4.6381884087789285
1137,4,77,6,square_root_n,2.6216591040676573e-06,5.58142491912457
1138,4,77,6,n_squared,0.0017713823261038542,2.7524563138019245
1139,4,77,6,n_log_n,4.339865362245945e-05,4.362542590994907
1150,4,78,6,identity,2.8211492852925346e-07,6.549574054443639
1151,4,78,6,n,2.200496442528177e-05,4.657488885739485
1152,4,78,6,square_root_n,2.4915715855915383e-06,5.603527712648652
1153,4,78,6,n_squared,0.001716387225171978,2.766129505039118
1154,4,78,6,n_log_n,4.163547442147167e-05,4.380554564025465
1165,4,79,6,identity,2.658856155246525e-07,6.5753052729833845
1166,4,79,6,n,2.1004963626447548e-05,4.677687188420865
1167,4,79,6,square_root_n,2.3632430435507354e-06,5.626492638171159
1168,4,79,6,n_squared,0.0016593921264893563,2.7807710424589995
1169,4,79,6,n_log_n,3.9859588029117185e-05,4.399484504740859
1180,4,80,6,identity,2.5006203530075766e-07,6.601952346897527
1181,4,80,6,n,2.0004962824060613e-05,4.698870939307637
1182,4,80,6,square_root_n,2.236622838097785e-06,5.650408216201436
1183,4,80,6,n_squared,0.001600397025924849,2.7964667523743527
1184,4,80,6,n_log_n,3.807124444061582e-05,4.41941946092104
1195,4,81,6,identity,2.346291612109752e-07,6.629618113901597
1196,4,81,6,n,1.9004962058088992e-05,4.72114124676723
1197,4,81,6,square_root_n,2.111662450898777e-06,5.675376419614593
1198,4,81,6,n_squared,0.0015394019267052084,2.8133160139193247
1199,4,81,6,n_log_n,3.627068537221999e-05,4.440459989769865
1210,4,82,6,identity,2.1957269891181852e-07,6.658421755194364
1211,4,82,6,n,1.800496131076912e-05,4.744615626892839
1212,4,82,6,square_root_n,1.9883153544668033e-06,5.701515597236715
1213,4,82,6,n_squared,0.0014764068274830677,2.8314346775950794
1214,4,82,6,n_log_n,3.445814436818282e-05,4.462723078506974
1225,4,83,6,identity,2.0487904306421e-07,6.688502551968267
1226,4,83,6,n,1.700496057432943e-05,4.769431755732105
1227,4,83,6,square_root_n,1.8665369135951298e-06,5.7289642274323045
1228,4,83,6,n_squared,0.0014114117276693428,2.850958814413615
1229,4,83,6,n_log_n,3.263384729991447e-05,4.486345895411809
1240,4,84,6,identity,1.9053523647727388e-07,6.72002477941781
1241,4,84,6,n,1.6004959864091006e-05,4.795752361416581
1242,4,84,6,square_root_n,1.7462842874268372e-06,5.757885812032261
1243,4,84,6,n_squared,0.0013444166285836445,2.872049605134736
1244,4,84,6,n_log_n,3.079801274072211e-05,4.511490680894708
1255,4,85,6,identity,1.7652893125053026e-07,6.753184184858528
1256,4,85,6,n,1.5004959156295072e-05,4.823771698916204
1257,4,85,6,square_root_n,1.6275163296626634e-06,5.788475352050291
1258,4,85,6,n_squared,0.0012754215282850812,2.894899812277217
1259,4,85,6,n_log_n,2.8950852175725682e-05,4.538351221191491
1270,4,86,6,identity,1.6284835435698142e-07,6.788216696547213
1271,4,86,6,n,1.4004958474700402e-05,4.8537242567735355
1272,4,86,6,square_root_n,1.5101935109259412e-06,5.82096805604865
1273,4,86,6,n_squared,0.0012044264288242346,2.919742484298093
1274,4,86,6,n_log_n,2.7092570479038406e-05,4.5671615541731665
1285,4,87,6,identity,1.4948227367028721e-07,6.825410369856349
1286,4,87,6,n,1.3004957809314988e-05,4.885896700348182
1287,4,87,6,square_root_n,1.3942778282403267e-06,5.8556512842179735
1288,4,87,6,n_squared,0.001131431329410404,2.9468628963997223
1289,4,87,6,n_log_n,2.522336605065927e-05,4.598207911657301
1300,4,88,6,identity,1.3641996754465424e-07,6.86512211750486
1301,4,88,6,n,1.2004957143929573e-05,4.920644599632273
1302,4,88,6,square_root_n,1.2797327314520941e-06,5.892881277786598
1303,4,88,6,n_squared,0.0010564362286658024,2.9766152760727924
1304,4,88,6,n_log_n,2.3343431146276436e-05,4.631845446404
1315,4,89,6,identity,1.236511968372156e-07,6.907801729496882
1316,4,89,6,n,1.1004956518512188e-05,4.958416448408213
1317,4,89,6,square_root_n,1.166523057918509e-06,5.933107178983539
1318,4,89,6,n_squared,0.0009794411301475847,3.009446820099217
1319,4,89,6,n_log_n,2.1452952260749448e-05,4.668522250470855
1330,4,90,6,identity,1.1116617648632143e-07,6.954027379601695
1331,4,90,6,n,1.0004955883768929e-05,4.999789167093954
1332,4,90,6,square_root_n,1.054614949407089e-06,5.976906534770489
1333,4,90,6,n_squared,0.0009004460295392036,3.0459331953625894
1334,4,90,6,n_log_n,1.955211009312633e-05,4.7088148573144375
1345,4,91,6,identity,9.895555241890008e-08,7.004559875288473
1346,4,91,6,n,9.004955270119908e-06,5.045522350872941
1347,4,91,6,square_root_n,9.439758065025824e-07,6.025039546243769
1348,4,91,6,n_squared,0.0008194509295809116,3.086832785050189
1349,4,91,6,n_log_n,1.7641080110164873e-05,4.75348248920065
1360,4,92,6,identity,8.701037690350688e-08,7.060428987785204
1361,4,92,6,n,8.004954675122633e-06,5.096644599249117
1362,4,92,6,square_root_n,8.345742168183185e-07,6.0785353988880715
1363,4,92,6,n_squared,0.0007364558301112822,3.1331730163996854
1364,4,92,6,n_log_n,1.5720032549458722e-05,4.8035533861277155
1375,4,93,6,identity,7.53220870119975e-08,7.123077687775524
1376,4,93,6,n,7.004954092115767e-06,5.154597748779639
1377,4,93,6,square_root_n,7.263799017328273e-07,6.138836496254672
1378,4,93,6,n_squared,0.0006514607305667663,3.186394591703677
1379,4,93,6,n_log_n,1.3789132685732997e-05,4.860469037894476
1390,4,94,6,identity,6.388248441346889e-08,7.194618230258307
1391,4,94,6,n,6.004953534866075e-06,5.221492956643769
1392,4,94,6,square_root_n,6.193636658657715e-07,6.208054544466699
1393,4,94,6,n_squared,0.0005644656322774111,3.248607570280156
1394,4,94,6,n_log_n,1.1848541079216221e-05,4.926340267132466
1405,4,95,6,identity,5.2683715390244856e-08,7.278323627953627
1406,4,95,6,n,5.004952962073261e-06,5.300602173400789
1407,4,95,6,square_root_n,5.134973392291635e-07,6.28946202536332
1408,4,95,6,n_squared,0.00047547053139695983,3.323082839648534
1409,4,95,6,n_log_n,9.89841361645263e-06,5.004438701459177
1420,4,96,6,identity,4.1718254406575284e-08,7.379673890296956
1421,4,96,6,n,4.004952423031227e-06,5.397404378094181
1422,4,96,6,square_root_n,4.0875374502290105e-07,6.388538432760088
1423,4,96,6,n_squared,0.0003844754326109978,3.4152983491937117
1424,4,96,6,n_log_n,7.938901977866917e-06,5.100243008096822
1435,4,97,6,identity,3.097888523484471e-08,7.508934228249801
1436,4,97,6,n,3.004951867779937e-06,5.522163785001597
1437,4,97,6,square_root_n,3.051066355361465e-07,6.515548479573422
1438,4,97,6,n_squared,0.0002914803311746539,3.535517315563529
1439,4,97,6,n_log_n,5.970153433735737e-06,5.224017100088318
1450,4,98,6,identity,2.045868741085144e-08,7.689122242636975
1451,4,98,6,n,2.004951366263441e-06,5.697897028247747
1452,4,98,6,square_root_n,2.0253067243344466e-07,6.693509283164815
1453,4,98,6,n_squared,0.00019648523389381722,3.7067554058955023
1454,4,98,6,n_log_n,3.9923114409990574e-06,5.398777320499909
1465,4,99,6,identity,1.0151018470239137e-08,7.9934903867553615
1466,4,99,6,n,1.0049508285536746e-06,5.997855623871619
1467,4,99,6,square_root_n,1.01001358517252e-07,6.995672828227066
1468,4,99,6,n_squared,9.949013202681378e-05,4.002263198676274
1469,4,99,6,n_log_n,2.005515242301681e-06,5.697774903934523
1480,4,100,6,identity,4.9503290355801255e-11,10.305365933674986
1481,4,100,6,n,4.9503290355801255e-09,8.305365933674986
1482,4,100,6,square_root_n,4.950329035580125e-10,9.305365933674986
1483,4,100,6,n_squared,4.950329035580125e-07,6.305366148637591
1484,4,100,6,n_log_n,9.900658071160251e-09,8.004335942881022
1900,5,2,6,identity,4.000032500117712e-06,5.397938217220055
1901,5,2,6,n,8.000065000235423e-06,5.096909958740097
1902,5,2,6,square_root_n,5.656900211599627e-06,5.247423938949422
1903,5,2,6,n_squared,1.6000130000470847e-05,4.7958834374167925
1904,5,2,6,n_log_n,2.408259532332437e-06,5.618297757929734
1915,5,3,6,identity,2.333352222327889e-06,5.632020712346119
1916,5,3,6,n,7.000056666983667e-06,5.154901484339656
1917,5,3,6,square_root_n,4.041484601025655e-06,5.393460826814178
1918,5,3,6,n_squared,2.1000170000951002e-05,4.677786309706131
1919,5,3,6,n_log_n,3.3398758200599855e-06,5.476271130873134
1930,5,4,6,identity,1.5000131250442195e-06,5.823905592333705
1931,5,4,6,n,6.000052500176878e-06,5.221847555326123
1932,5,4,6,square_root_n,3.000026250088439e-06,5.522876248100838
1933,5,4,6,n_squared,2.400021000070751e-05,4.6197953812490935
1934,5,4,6,n_log_n,3.61239155622381e-06,5.442206750361691
1945,5,5,6,identity,1.0000099999185608e-06,5.999996091393013
1946,5,5,6,n,5.000049999592804e-06,5.301027824261478
1947,5,5,6,square_root_n,2.236090337997461e-06,5.650511626068054
1948,5,5,6,n_squared,2.500024999796402e-05,4.602066505774385
1949,5,5,6,n_log_n,3.494884969895693e-06,5.456568631801026
1960,5,6,6,identity,6.666747223160741e-07,6.17608630081307
1961,5,6,6,n,4.000048333896444e-06,5.39793649811192
1962,5,6,6,square_root_n,1.6330128940860467e-06,5.787011095342591
1963,5,6,6,n_squared,2.4000290003378666e-05,4.619793933603137
1964,5,6,6,n_log_n,3.1126426126165282e-06,5.506872093082031
1975,5,7,6,identity,4.285781631807595e-07,6.36797014688649
1976,5,7,6,n,3.0000471422653163e-06,5.522873223692454
1977,5,7,6,square_root_n,1.1339112371291484e-06,5.9454214332493045
1978,5,7,6,n_squared,2.1000329995857214e-05,4.6777830010088035
1979,5,7,6,n_log_n,2.535333959878791e-06,5.595965927390395
1990,5,8,6,identity,2.500057811882783e-07,6.602050057072184
1991,5,8,6,n,2.0000462495062266e-06,5.698960830098213
1992,5,8,6,square_root_n,7.071231328562872e-07,6.150505262058764
1993,5,8,6,n_squared,1.6000369996049812e-05,4.7958769233250536
1994,5,8,6,n_log_n,1.8062217414498636e-06,5.743229718841992
2005,5,9,6,identity,1.1111617292947074e-07,6.954222773177903
2006,5,9,6,n,1.0000455563652366e-06,5.999980649886134
2007,5,9,6,square_root_n,3.333485187884122e-07,6.477101615079472
2008,5,9,6,n_squared,9.00041000728713e-06,5.0457416149438385
2009,5,9,6,n_log_n,9.542859812596092e-07,6.020321870465331
2020,5,10,6,identity,4.4999559634106845e-12,11.346791736211616
2021,5,10,6,n,4.4999559634106845e-11,10.346791736211616
2022,5,10,6,square_root_n,1.4230110214835085e-11,10.846789832384992
2023,5,10,6,n_squared,4.4999559634106845e-10,9.346791736211616
2024,5,10,6,n_log_n,4.4999559634106845e-11,10.346791736211616
